id,query1,query2,label
8404,吃阿奇霉素对于治疗支原体肺炎有效吗？,治疗支原体肺炎，吃阿奇霉素管用吗？,1
8405,肺纤维化肺气肿治疗方案有哪些？,怎么治疗肺纤维化肺气肿,1
8406,咳嗽与哮喘之间有什么联系？,咳嗽会引起哮喘吗？,0
8407,日诺清热解毒口服液多少钱,日诺清热解毒口服液卖多少钱,1
8408,小儿咽扁颗粒能和金莲花颗粒一起喝吗,小儿咽扁颗粒能和金莲花颗粒一起服用吗,1
8409,肺气肿的护理措施要怎么做？,肺气肿的家庭护理怎么做？,1
8410,肺炎两个月的宝宝低烧肺炎,两个月小孩低烧引发肺炎需要做些什么检查?,0
8411,老年人肺气肿有什么症状？,老年人肺气肿吃什么最好？,0
8412,13价肺炎有必要打吗？,13价肺炎必须要打吗,1
8413,闭塞性细支气管炎与肺气肿属于同样的病吗？,闭塞性细支气管炎与肺气肿病症相同吗？,1
8414,胸膜炎可以喝铁打药酒吗？,胸膜炎怎么治疗？,0
8415,上呼吸道感染引起的小儿咳嗽怎么治疗？,小儿的上呼吸道感染引起的咳嗽怎么治疗？,1
8416,宝宝流清鼻涕是感冒了吗,宝宝流清鼻涕感冒，吃什么药,0
8417,变异性哮喘饮食禁忌有哪些,变异性哮喘怎么治疗,0
8418,昨天晚上清理肚脐眼早上感觉头晕恶心怎么回事？,昨天晚上清理肚脐眼早上感觉头晕恶心正常吗？,0
8419,百利阿莫西林胶囊的作用有哪些？,阿莫西林胶囊是消炎药吗？,0
8420,得了哮喘病还可以跑步锻炼吗,哮喘病有得治吗？,0
8421,服用众生丸不能吃什么吗,服用众生丸不宜吃什么？,1
8422,感冒鼻塞流鼻涕吃什么药,感冒鼻塞流鼻涕清热解毒口服液能用吗,0
8423,23价肺炎疫苗需要多少钱,23价肺炎疫苗有副作用吗,0
8424,过敏性哮喘还能活多久啊?,过敏性哮喘一般活几年,1
8425,老年人患肺气肿的表现?,肺气肿影响睡眠吗？,0
8426,小孩咳嗽，哮喘吃什么药好的最快,小孩咳嗽，哮喘吃什么药见效快？,1
8427,得了肺炎吃什么药好的快呀？,肺炎有什么特效药？,1
8428,哪些症状是婴儿肺炎的早期症状,新生儿肺炎是怎么得的？,0
8429,"支气管肺炎,胸膜炎,不能吃什么",支气管肺炎需要住院治疗吗,0
8430,肺气肿吸氧有什么作用,肺气肿吸氧有作用吗？,1
8431,一岁半的小孩不感冒老是流鼻涕怎么办呀,一岁半的小孩不感冒老是流鼻涕怎样治疗,1
8432,孕妇感冒对宝宝有影响吗,多喝白开水吃水果能预防感冒吗,0
8433,宝宝流黄色的粘稠鼻涕怎么办,宝宝流黄色的粘稠鼻涕有什么办法,1
8434,小孩子老是感冒怎么治？,小孩子老是感冒咳嗽是上呼吸道感染吗？,0
8435,宝宝流鼻涕，属于感冒吗,宝宝流鼻涕，算是感冒吗,1
8436,肺气肿气短怎么办,肺气肿患者发病时气喘如何处理？,1
8437,怀孕29周了，感冒可以喝生姜水吗？,怀孕27周感冒能不能吃药,0
8438,肺炎应该怎么治,得了肺炎该，需要怎么治疗,1
8439,宝宝吃过东西就吐，怎么办？,宝宝吃过东西就吐是不是受凉了？,0
8440,一周的时间小孩细菌性感冒能好吗,小孩细菌性感冒要多长时间才能好,1
8441,怀孕期间感冒了可以打点滴吗,怀孕期间感冒了能打点滴吗,1
8442,新型冠状病毒感染的肺炎口罩,人冠状病毒感染怎么办,0
8443,23价肺炎疫苗有必要打吗,23价肺炎疫苗能不能不打,1
8444,服用金莲花胶囊需要注意什么？,服用金莲花胶囊有什么效果呢？,0
8445,盐酸多西环素胶囊可以治疗梅毒吗,梅毒可以用盐酸多西环素这个药治好吗,1
8446,月经期间吃感冒药物的影响是什么啊,月经期间吃感冒药物的影响有哪些,1
8447,服用伊龙清热解毒口服液后皮肤会发红的吗,服用伊龙清热解毒口服液后会不会引起皮肤发红,1
8448,2岁孩子肺炎治好要多久,2岁孩子肺炎治愈需要多久,1
8449,请问有肺炎该怎么治疗？,肺炎的特点是什么,0
8450,新型冠状病毒肺炎传播途径,肺炎的传播途径？,1
8451,打13介肺炎疫苗管用吗?,13介肺炎疫苗的副作用大吗,0
8452,小孩子老是感冒该怎么治疗？,小孩子为什么老是感冒,1
8453,肺炎链球菌疫苗要打吗?,肺炎链球菌疫苗有必要打吗,1
8454,请问患有慢支肺气肿该怎么治疗？,慢支肺气肿还能活多久？,0
8455,感冒了，请问有什么方法或建议可以让感冒好得快点？,感冒要怎么治才会好得快？,1
8456,孕妇有轻微感冒该怎么办？,孕妇有轻微感冒有什么办法,1
8457,变异性哮喘饮食禁忌有哪些,变异性哮喘饮食上哪些能吃哪些不能？,1
8458,胸膜炎康复后胸痛怎么办,胸膜炎康复后胸痛如何是好,1
8459,请问肺炎引起心脏衰竭怎么治？,肺炎引起心脏衰竭该怎样治疗,1
8460,支原体肺炎，吃阿奇霉素好使吗,吃阿奇霉素对于治疗支原体肺炎有效吗？,1
8461,哮喘最佳治疗方法是什么,哮喘吃什么最好？,0
8462,孕妇感冒喝小柴胡颗粒行吗,孕妇感冒能喝小柴胡颗粒吗,1
8463,胸膜炎会导致心脏移位吗？,"胸膜炎引起心脏p波高尖,该怎么治疗?",0
8464,6岁的小孩得了肺炎该怎么办,一岁多的小孩得肺炎怎么办啊？,1
8465,吃什么食物对肺气肿好？,肺气肿不能吃什么？,0
8466,来月经是否可以吃感冒药,来例假时吃感冒药可行吗？,1
8467,怀孕五个多月感冒了怎么办,怀孕五个多月感冒回致畸形吗,0
8468,小孩肺炎好后咳嗽多长时间能好,为什么感冒肺炎会加重心脏负担？,0
8469,胸膜炎包裹性积液能吃抗核药吗,胸膜炎积液是结核造成的吗?,0
8470,肺炎链球菌疫苗要打吗?,宝宝的肺炎刚好，肺炎链球菌的疫苗还需要打吗？,0
8471,胸膜炎、胸部疼痛怎么办,胸部疼痛 是不是胸膜炎？,0
8472,石家庄清热解毒软胶囊几块钱一盒,石家庄清热解毒软胶囊是中成药吗,0
8473,如何有效治疗慢支肺气肿？,患有慢支肺气肿有什么好的治疗方法吗？,1
8474,头痛流鼻涕轻微咳嗽痰是黄色的，怎么回事,感冒引起的头痛轻微咳嗽痰也是黄色的是什么原因,1
8475,你好，月经期间可以吃替硝唑片吗,你好，月经期间能吃替硝唑片有什么危害,0
8476,如何确认自己是不是感冒了,感冒分风热感冒和风寒感冒两种吗,0
8477,青少年患上肺炎怎样治疗最好?,青少年得了肺炎怎么办?,1
8478,肺气肿是不能吃什么的呢？,肺气肿不能吃什么东西的？,1
8479,小儿支原体肺炎的症状是什么？,小儿支原体肺炎吃什么药有效果？,0
8480,支原体衣原体尿道炎用罗红霉素怎么样,罗红霉素对支原体衣原体尿道炎有效果吗,1
8481,一来月经就感冒是咋回事,一来月经就感冒是什么原因,1
8482,感冒鼻子闻不到味道是怎么回事,感冒鼻子闻不到味道是什么原因,1
8483,头痛流鼻涕轻微咳嗽痰是黄色的，怎么回事,为什么痰是黄的的，头也痛，流鼻涕还轻微咳嗽,1
8484,化脓性胸膜炎会传染吗？,化脓性胸膜炎怎么治疗,0
8485,肺癌不咯血是不是情况好转了？,肺癌会导致咯血的情况吗？,0
8486,变异性哮喘要吃什么药?,变异性哮喘应该吃什么药?,1
8487,细菌性胸膜炎应如何治疗可治愈吗,细菌性胸膜炎应可治愈吗,0
8488,64岁老人肺气肿慢支炎怎么治疗,怎样治疗老年人的慢支肺气肿,1
8489,消炎药和感冒药一起吃可以吗,消炎药和感冒药一起吃有什么影响,1
8490,胸膜炎的治疗方法有哪些?,结核性胸膜炎的治疗方法有哪些,0
8491,我宝宝老流鼻涕怎么回事,宝宝鼻塞要吃什么药？,0
8492,肺气肿引发心脏问题能打感冒预防针吗,为什么肺气肿会引起心脏病,0
8493,葵花小儿肺热咳喘颗粒主要成分是什么,葵花小儿肺热咳喘颗粒注意事项有哪些,0
8494,转移因子胶囊和口服液效果一样吗,转移因子胶囊和口服液哪个疗效更好一些?,1
8495,肺炎会产生什么后遗症呢,肺炎会留下什么后遗症呢,1
8496,吃感冒药后喝酒会有什么后果,吃感冒药后多长时间可以喝酒？,0
8497,连续剧烈无痰干咳怎么治疗能彻底康复呢,吃什么药可以治疗干咳无痰呢,1
8498,肺气肿和肺大泡的区别?,肺气肿如何医治？,0
8499,小孩感冒最快的办法吃什么好的快,小孩感冒吃什么效果好,1
8500,支原体肺炎治疗能注射哪些药？,支原体肺炎治疗又什么药可以注射？,1
8501,细菌性胸膜炎应如何治疗可不可以治愈,细菌性胸膜炎应如何治疗能否治愈吗,1
8502,产前、产时感染性肺炎的治疗方法是什么？,产前、产时感染性肺炎有什么治疗方法？,1
8503,众生胶囊和众生丸是一样的吗,众生胶囊和众生丸是否一样？,1
8504,"孕妇感冒,咽喉肿痛,能按那些穴位",孕妇感冒，咽喉肿痛，怎么办,0
8505,过敏性哮喘发作不吃药能扛过去吗,过敏性哮喘发作有什么症状？,0
8506,新型冠状病毒肺炎潜伏期多久,肺炎是怎么产生的？,0
8507,哺乳期感冒吃什么药能好？,哺乳期感冒不能吃什么药,0
8508,依托红霉素片怎么吃呢，吃多少？,依托红霉素片一次吃多少,1
8509,"女儿九岁,支原体肺炎,已吃药两天不见好怎么办",请问小孩支原体肺炎的症状有哪些？,0
8510,怀孕感冒吃了感冒清有什么影响吗,怀孕感冒吃了感冒清会怎么样？,1
8511,肺炎打针退烧了还咳嗽怎么办,肺炎退烧了是不是好了,0
8512,上呼吸道感染是什么疾病？,上呼吸道感染喝什么,0
8513,感冒了怎么办才能好的快一些呢？,感冒的传染期是什么时候？,0
8514,感冒并发腰痛、全身刺痛怎么回事,感冒腰痛，全身痛需要去医院吗？,0
8515,孩子得了肺炎要怎么治疗好？,孩子肺炎怎么治疗好得迅速一点?,1
8516,克拉霉素缓释片治疗支原体有用吗,克拉霉素缓释片可以治疗支原体吗,1
8517,肺炎链球菌疫苗要打吗?,宝宝该打肺炎链球菌疫苗吗,0
8518,得了胸膜炎，这是什么原因引起的啊？,胸膜炎增厚是什么原因引起的,0
8519,咳嗽变异性哮喘会自愈吗,咳嗽变异性哮喘能否自愈,1
8520,治疗肺气肿的药物有哪些？,什么药可以治疗肺气肿,1
8521,服用博祥新雪片后会过敏的吗,服用博祥新雪片后容易过敏呢,1
8522,修正牌阿莫西林胶囊每粒是多少克呢,哪个牌子的阿莫西林胶囊效果好,0
8523,孩子感冒吃什么药好呢？,孩子感冒能吃什么药呢？,1
8524,请问肺气肿病人厌食怎么办？,针对肺气肿病人厌食该如何治疗,1
8525,克拉霉素缓释片能治疗支原体吗,克拉霉素缓释片能够治什么病,0
8526,胸膜炎的结节影是怎么回事,胸膜炎有结节影什么办法可以去掉,0
8527,顺尔宁治支原体衣原体肺炎吗,感冒咳嗽顺尔宁可以兑水吃吗？,0
8528,在饮食上咳嗽变异性哮喘要注意什么,变异性哮喘是怎么得的？,0
8529,红霉素肠溶片可以治好尿道炎吗,红霉素肠溶片能不能治好尿道炎？,1
8530,感冒喉咙痛吃什么水果好,感冒喉咙痛可以吃凉性水果,0
8531,咳嗽有痰不通气请问需要用什么才会恢复,咳嗽有痰不通气是感冒了？,0
8532,"支原体肺炎已经一个有了,怎么还是鼻塞?",支原体肺炎已经一个有了为什么还是鼻塞?,1
8533,23价肺炎疫苗价格多少呢？,打一次23价肺炎疫苗用多少钱,1
8534,有哪些治疗哮喘的中药？,治疗哮喘中药方法有哪些？,1
8535,肺气肿有哪些饮食原则？,肺气肿有哪些症状？,0
8536,北京德胜门中医院治疗哮喘病效果如何？,哮喘病人平时应注意什么好？,0
8537,请问顺尔宁能治疗支原体肺炎吗？,得了支原体肺炎能否服用顺尔宁？,1
8538,请问感冒嗓子疼可以吃利君沙吗,你好感冒嗓子疼可以吃利君沙吗,1
8539,全身无力酸痛没劲是怎么回事？是不是感冒了,感冒跟全身无力酸痛没劲有什么关系吗,1
8540,治哮喘到北京德胜门中医院怎么样,如何治疗哮喘病？,0
8541,孕妇感冒胎儿会有所影响吗？,孕妇感冒会对胎儿产生影响吗？,1
8542,请问三联疗法的甲硝锉阿莫西林胶囊怎么样,儿童可以服用三联疗法的甲硝锉阿莫西林胶囊吗,0
8543,宝宝需要打肺炎疫苗吗？,宝宝要不要打肺炎疫苗？,1
8544,变异性哮喘能不能治疗好？,变异性哮喘该如何治疗？,0
8545,上月吃感冒药期间老婆怀孕了，有影响吗,孕妇吃感冒药期间怀孕了，有什么影响,1
8546,达仁堂益肺清化膏的用法用量是怎么样的？,达仁堂益肺清化膏是怎么使用的？,1
8547,淋巴细胞性间质性肺炎如何食疗,淋巴细胞性间质性肺炎食疗怎么治？,1
8548,服用达肺草需要注意什么吗,服用达肺草需要注意哪些事项,1
8549,阿莫西林胶囊的常规用量,阿莫西林胶囊的一般用量是多少,1
8550,婴儿上呼吸道感染是什么引起的,婴幼儿为什么会得上呼吸道感染,1
8551,依托红霉素颗粒主要治疗什么病况,依托红霉素颗粒和头孢哪个效果好？,0
8552,服用缬沙坦胶囊对肾有副作用吗,吃缬沙坦胶囊对肾有副作用吗,1
8553,做什么检查可以诊断URI-上呼吸道感染,怎样检查出URI-上呼吸道感染,1
8554,支原体肺炎打点滴和吃药哪个更管用？,支原体肺炎打点滴和吃药哪个效果好？,1
8555,感冒用什么方法能好得快？,感冒了有什么办法能好的快一些呢,1
8556,龙鹿丸吃了嗓子疼是什么情况,龙鹿丸吃多长时间才会有效果,0
8557,"哮喘,咳嗽,气喘的能吃孟鲁司特钠片吗",孟鲁司特钠片有什么功效？,0
8558,哺乳期感冒怎么办最有效,哺乳期感冒最有效的办法是什么,1
8559,胸膜炎复查是要照胸片吗,胸片怎么判断胸膜炎？,0
8560,请问胸膜炎一般是怎样引起的？,请问胸膜炎吃什么药好？,0
8561,胸膜炎能从胸片看出是哪种吗,从胸片能看出胸膜炎类型吗,1
8562,8个月宝宝发烧能吃柴黄颗粒吗,柴黄颗粒处方药吗,0
8563,铁打药酒可以治疗胸膜炎嘛？,胸膜炎怎么治疗？,0
8564,肺气肿有急性和慢性之分吗？,什么会造成急性肺气肿？,0
8565,小孩上呼道感染能吃什么药,小孩上呼道感染能引起咳嗽吗,0
8566,感冒引起听力下降怎么办,感冒引起耳朵听力下降，怎么处理？,1
8567,我感冒了还能给宝宝喂奶吗？,妈妈感冒了，宝宝还能吃奶吗,1
8568,怀孕第一个月吃感冒药可以吗？,怀孕后可以吃保健品吗？,0
8569,过敏性哮喘病人在平时要注意什么?,过敏性哮喘病人注意事项有哪些,1
8570,感冒后同吃阿莫西林胶囊和感叹号有副作用吗,阿莫西林胶囊和感叹号一起吃可以治疗感冒吗,1
8571,幼儿肺炎的症状是什么,幼儿肺炎的发病表现是什么,1
8572,感冒咳嗽会引起肺炎吗？,小孩感冒咳嗽会引起肺炎吗,0
8573,请问多吃菠菜对肺炎的影响是什么？,肺炎可以多吃菠菜吗,1
8574,胃肠型感冒，吐过，就是感冒了吗,胃肠型感冒能服用抗生素吗,0
8575,怀孕四个月感冒了能吃药吗？,怀孕了怎么样治感冒？,0
8576,"一直打喷嚏流清鼻涕,需要配点什么药吃？",什么药治疗一直流清水鼻涕打喷嚏,1
8577,请问怀孕早期感冒对胎儿有影响吗？,怀孕感冒慢严舒柠可以吃吗？,0
8578,幼儿肺炎有什么好的偏方吗,小孩肺炎有什么好的治疗方案嘛？,1
8579,孩子老感冒发烧需要采取什么方法,小孩子经常感冒发烧是遗传吗,0
8580,你好我想咨询下利君沙颗粒怎么样,我想问利君沙颗粒是什么呢,0
8581,成人肺炎症状特征是怎样的,成人肺炎有哪些症状和体征？,1
8582,胸膜炎的药会影响生育吗,治疗胸膜炎的药有副作用吗,0
8583,感冒眼睛眼屎多是怎么回事,宝宝感冒眼睛有眼屎是黄浓状正常吗？,0
8584,"今天早上感冒了,一直打喷嚏,流鼻涕",经常打喷嚏流鼻涕是感冒吗,0
8585,经常感冒是上呼吸道感染了吗,经常感冒吃什么药,0
8586,小孩过敏性哮喘咳嗽吃哪种药见效快？,小孩过敏性哮喘咳嗽吃什么药最管用？,1
8587,小孩打完预防针就感冒了能吃药吗,小孩打完预防针感冒了吃药可以吗,1
8588,5岁儿童肺炎的治疗方法?,儿童肺炎怎么办,1
8589,炎症引起的胸膜炎对胎儿影响大吗,得胸膜炎得停多久才可以要宝宝？,0
8590,哺乳期腹股沟淋巴结肿大怎么办,腹股沟淋巴结肿大是淋巴结炎吗,0
8591,婴幼儿上呼吸道感染的症状有哪些？,上呼吸道感染婴幼儿有哪些症状？,1
8592,肺炎的症状有哪些？,不明原因肺炎的症状,1
8593,怀孕期间感冒可以喝姜汤吗？,怀孕期间感冒用不用吃药,0
8594,一岁不到小孩肺炎吃食物要注意什么,一岁不到小孩肺炎饮食需要注意哪些,0
8595,肺癌可以吃阿斯美复方甲氧那明胶囊吗,哮喘可以吃阿斯美复方甲氧那明胶囊吗,0
8596,感冒期间能不能喝龙牡壮骨颗粒,感冒能不能喝龙牡壮骨颗粒吗,1
8597,乐达非热毒平颗粒可以治疗什么病,什么病可以吃乐达非热毒平颗粒,1
8598,感冒了脸浮肿是什么原因,感冒了脸浮肿这是怎么了？,1
8599,得了哮喘有哪些方法保养？,哮喘比较严重，如何治疗？,0
8600,身患结核病肠跟组肺气肿吃什么食物好,肺结核和肺气肿能治好吗,0
8601,宝宝有透明粘鼻涕怎么办,宝宝有透明粘鼻涕需要治疗吗,1
8602,婴儿咳嗽有痰可以吃回春散治疗吗,一岁的宝宝受凉咳嗽有痰可以吃回春散吗,1
8603,吃感冒药会影响月经推迟吗,吃感冒药会不会影响月经推迟,1
8604,胸部喝水疼，会不会是肺炎，跟咽喉炎有关系,胸部喝水疼，可能是肺炎，跟咽喉炎有关系,1
8605,结核胸膜炎引发肠梗阻能彻底治愈吗？,结核胸膜炎引发肠梗阻能彻底根治吗？,1
8606,葵花小儿肺热咳喘颗粒主要成分是什么,葵花小儿肺热咳喘颗粒有什么主要成分,1
8607,胸膜炎打头孢匹胺有用吗,胸膜炎打头孢匹胺有效果吗,1
8608,肺气肿病究竟是什么?严重吗?,肺气肿常见症状有什么？,0
8609,肺炎克雷伯杆菌肺炎的治疗方法有哪些,肺炎克雷伯杆菌怎么消毒？,0
8610,怀孕3个月妈妈感冒能喝姜汤红糖水吗,宝宝感冒喝姜汤红糖水行吗,0
8611,怀孕感冒了怎么办？？？,孕妇发烧了能输液体吗？？？,0
8612,咳嗽变异性哮喘可以治愈吗,咳嗽变异性哮喘能治愈吗,1
8613,肺炎输液期间吃辣椒会影响消炎吗？,肺炎输液期间吃辣椒会不会影响消炎？,1
8614,肺气肿的护理要怎么做？,肺气肿的保养要怎么做呢？,0
8615,间质性肺炎晚期能活几年,间质性肺炎晚期可以活多长时间,1
8616,刻康消炎片功能主治主要是什么呢,刻康消炎片是中成药吗,0
8617,肺气肿和慢阻肺是一种病?有什么区别?,肺气肿和慢阻肺如何区别?,1
8618,吃了阿莫西林胶囊能喝酒吗？,吃过阿莫西林胶囊多长时间能喝酒,0
8619,接种了HIB孩要接种肺炎疫苗吗？,四联疫苗里包涵HIB和肺炎疫苗有冲突吗？,0
8620,服用罗红霉素会有什么不良反应,罗红霉素的不良反应有哪些？,1
8621,治疗支原体肺炎哪种药为首选,支原体肺炎有什么症状？,0
8622,怀孕期间感冒一直不好有什么办法吗,怀孕期间感冒一直不好该咋办,1
8623,宝宝有点打喷嚏流鼻涕能不能打预防针,吃了药打预防针有什么后果？,0
8624,老人肺炎主要高烧不退怎么治疗才能根治,儿童肺炎患者为什么总是高烧不退,0
8625,6个月宝宝流鼻涕可以打疫苗吗,6个月宝宝流鼻涕可以打乙肝疫苗吗,0
8626,慢阻肺和肺气肿有什么不同,慢阻肺和肺气肿的区别是什么？,1
8627,孩子咳嗽有哮喘的征兆怎么办？,小孩哮喘有什么征兆？,0
8628,胸膜炎一年了做什么复查？,胸膜炎一年了要做哪些复查？,1
8629,"胸膜炎积水,需要抽水怎么抽","胸膜炎积水,应该怎么抽水",1
8630,肺炎支原体抗体阳性会传染吗，这是什么病,肺炎支原体抗体阳性会感染那些疾病。,0
8631,孩子感冒能吃什么药呢？,孩子感冒需要吃什么药？,1
8632,百令胶囊需要注意什么？,百令胶囊需要如何服用？,0
8633,小儿支原体肺炎有什么症状？,小儿支原体肺炎怎么治？,0
8634,总是感冒流鼻涕怎么办？,感冒好了一直流鼻涕怎么办,0
8635,怀孕期间感冒了可以吃感冒药吗,怀孕期间感冒了吃感冒药行吗,1
8636,请问素比伏有什么副作用吗,请问素比伏有哪些副作用,1
8637,产碱杆菌肺炎的症状有哪些,产碱杆菌肺炎是什么病？,0
8638,克拉霉素缓释片什么时候吃,吃了克拉霉素缓释片多久可以怀孕,0
8639,小儿过敏性哮喘怎么办,小儿过敏性哮喘怎么治疗？,1
8640,怀孕前期感冒了怎么做才好？,怀孕前期感冒需要怎么做,1
8641,怀孕期间感冒可以喝姜汤吗？,孕38周感冒发热37.5，可以用药吗？,0
8642,过敏性哮喘病人在平时要注意什么?,过敏性哮喘病人复发怎么办,0
8643,小儿支原体肺炎会反复发作吗？,小儿支原体肺炎有哪些症状？,0
8644,我现在舌头有点上火请问能吃众生丸降火,请问热气上火可以吃众生丸，那湿气重可以吃什么？,0
8645,严重肺气肿输液用利巴韦林行吗?,严重肺气肿还有得治吗？,0
8646,上呼吸道感染用什么药?,上呼道感染怎么治疗,1
8647,得支原体肺炎怎么办啊？,支原体肺炎是什么？,0
8648,老是流黄鼻涕是怎么回事,老是流黄鼻涕吃点什么药好？,0
8649,月子里感冒流鼻涕能用什么药,月子里感冒流鼻涕怎样治疗,1
8650,服用达肺草治疗痰中带血的效果如何,最近吃达肺草这个药，治疗痰中有血效果怎么样,1
8651,服用了一点阿莫西林胶囊有用吗,生病了只吃点阿莫西林胶囊管用吗,1
8652,肺气肿喝橄榄油好吗？,您好请问肺气肿是不是喝橄榄油,1
8653,咳嗽变异性哮喘的症状是什么,咳嗽变异性哮喘都有会啥症状,1
8654,单硝酸异山梨酯缓释片在普通药店可以买到吗,服用单硝酸异山梨酯缓释片需要注意哪些事项,0
8655,过敏性哮喘急性发作时如何是好？,如何治疗急性发作的过敏性哮喘？,1
8656,结核性渗出性胸膜炎是什么病,什么是结核性渗出性胸膜炎？,1
8657,感冒不停打喷嚏应该怎么样,一直不停的打喷嚏，感冒了怎么办呢？,1
8658,肺气肿能治好吗怎么治？,肺气肿能治好吗？,1
8659,咳嗽变异性哮喘该怎么治疗最好,咳嗽变异性哮喘的症状特点有哪些？,0
8660,信韦灵利巴韦林气雾剂能主治什么疾病呢,信韦灵利巴韦林气雾剂主治哪几种病,1
8661,肺气肿能治好吗？,肺气肿能治愈好吗怎么治愈？,1
8662,肺炎支原体弱阳性怎么办,肺炎支原体弱阳性怎样治愈,1
8663,咳嗽变异性哮喘会自愈吗,咳嗽变异性哮喘会自己康复吗,1
8664,感冒可以喝龙牡壮骨颗粒吗,感冒喝龙牡壮骨颗粒会怎样,0
8665,小孩患上呼吸道感染怎么办,小孩上呼吸道感染应该怎么做,1
8666,新型冠状肺炎潜伏期症状,新型肺炎的潜伏期主要症状,1
8667,来月经是否可以吃感冒药,来例假时吃感冒药可行吗？,1
8668,钩虫性肺炎的治疗方法有哪些,钩虫性肺炎有什么治疗方法？,1
8669,哺乳期感冒吃什么药能好？,哺乳期感冒可以吃什么药疗效好,1
8670,喂奶能吃速效伤风感冒胶囊吗,哺乳期感冒了能吃哪些感冒药？,0
8671,慢阻肺与肺气肿有什么区别？,慢阻肺肺气肿应该要怎么治疗？,0
8672,请问肺气肿病人厌食怎么办？,肺气肿有什么症状？,0
8673,胸膜炎与戒白粉有关系吗,胸膜炎与戒白粉有什么关系,1
8674,咳嗽变异性哮喘中医治疗管用吗？,孩子确诊为变异性哮喘，中药期间西药需要停吗？,0
8675,宝宝为什么老是流鼻涕?,宝宝流鼻涕小妙招,0
8676,闭塞性细支气管炎与肺气肿病症相同吗？,闭塞性细支气管炎是什么病？,0
8677,怀孕期间感冒了，感冒如何治疗？,怀孕期间感冒了，感冒该怎么处理？,1
8678,两个月婴儿肺炎的早期症状,我想买瓶胱氨酸吃头发脱落可以吗,0
8679,化癥回生口服液效果怎么样,化癥回生口服液的疗效可以吧,1
8680,13价肺炎疫苗终生有效吗,13价肺炎疫苗有效期是多久?,1
8681,九个月宝宝流鼻涕怎么治,九个月宝宝流鼻涕有什么妙招,1
8682,老年人肺气肿有什么症状？,老年人肺气肿严重吗？,0
8683,衣原体肺炎和支原体肺炎哪个严重,支原体肺炎和衣原体肺炎哪一种严重些？,1
8684,孩子肺炎怎么治疗好得快一点,小孩子如何预防肺炎？,0
8685,同仁堂百补增力丸可以治疗哪些疾病,同仁堂百补增力丸是什么药,0
8686,哮喘病平时应该注意什么?,哮喘病有哪些症状？,0
8687,儿童支原体肺炎如何治疗,治小儿支原体肺炎多少费用？,0
8688,阿奇霉素治疗小儿支原体肺炎怎么样？,阿奇霉素有什么副作用？,0
8689,颈椎疼喝颈痛片会对哮喘造成影响吗？,颈椎疼喝颈痛片会对哮喘产生影响吗？,1
8690,肺炎的孩子应该怎么饮食呢,肺炎的孩子饮食该怎么调理？,0
8691,新型冠状感染肺炎潜伏期,新型肺炎的治疗,0
8692,过敏性哮喘可以吃什么水果,适合过敏性哮喘患者吃的水果有哪些,1
8693,怀孕五个多月感冒了怎么办,怀孕五个多月感冒最快治疗方法是什么,0
8694,哮喘咳嗽适宜吃什么水果效果好？,哮喘咳嗽吃什么水果比较好？,1
8695,小儿肺炎支原体抗体弱阳性？,肺炎支原体弱阳性怎么治疗？,0
8696,中医如何治疗变异性哮喘,中医治疗哮喘效果如何？,0
8697,两种感冒药混吃可以吗,两种感冒药能混吃吗,1
8698,肺气肿病人经常吸氧好吗?,肺气肿病人该如何吸氧？,0
8699,不到5岁小孩老是感冒怎么办？,流感疫苗预防5岁小孩的感冒吗？,0
8700,支气管炎和哮喘的区别在哪？,支气管炎能好吗？,0
8701,预防肺炎有什么控制措施吗,肺炎中医可以调理吗,0
8702,孩子感冒吃什么药好呢？,孩子感冒的症状有哪些？,0
8703,石家庄清热解毒软胶囊效果显著吗,孕妇可以吃石家庄清热解毒软胶囊吗,0
8704,宝宝前段时间支原体肺炎，好了快半月了又复发该怎么办？,宝宝支原体肺炎严重吗？,0
8705,23价肺炎有必要打吗,注射23价肺炎有必要吗,1
8706,一般情况下缬沙坦胶囊多少钱一盒的,一般情况下缬沙坦胶囊一盒怎么卖？,1
8707,七个月大的宝宝流鼻涕该如何是好？,七个月的宝宝感冒流鼻涕吃啥药见效快？,0
8708,你好请问百补增力丸药有什么疗效,宝宝可以吃百补增力丸吗,0
8709,两个月宝宝得了肺炎严重吗？,两个月宝宝得了肺炎是不是很严重？,1
8710,胸膜炎治愈后还会复发吗,胸膜炎治愈后肺部会不会留下结节,0
8711,小孩反复咳嗽好了咽喉怎么长了呢,5岁小孩子反复感冒怎么办,0
8712,服用达肺草注意事项有哪些,患有肺癌，肺结核的病人都能服用达肺草吗,0
8713,哺乳期的妈妈能否吃感冒药,浦乳期不小心感冒了，能不能吃些感冒药？,1
8714,上呼吸道感染吃什么消炎药,上呼吸道感染不能吃什么药,0
8715,中药能治好结核胸膜炎吗,结核胸膜炎是杆菌引起的吗,0
8716,您好我总是反复的胸口疼然后就后面左边疼是怎么了,反复的胸口疼然后就后面左边疼是胸膜炎犯了吗？,0
8717,请问老年人慢支肺气肿怎么治疗？,请问老年人慢支肺气肿怎么预防？,0
8718,两岁半宝宝用复方异托溴铵做雾化用量多少,复方异托溴铵做雾化是治什么的？,0
8719,请问判定是不是胸膜炎要做什么检查？,请问判定是不是胸膜炎要去哪做查？,0
