id,query1,query2,label
5458,我儿子气管炎吃罗红霉素可以吗,罗红霉素治气管炎吗,1
5459,为什么克拉霉素片要餐中服用？,服用克拉霉素片对用餐前后有什么影响？,0
5460,肺气肿严重吗 医生说我是肺气肿,什么是肺气肿疾病啊？,0
5461,小儿支原体肺炎的治疗方法有哪些？,小儿支原体肺炎吃什么食物合适？,0
5462,请问怀孕期间可以服用罗红霉素吗,服用感冒药期间可以怀孕么,0
5463,请问肺气肿复发率高吗？,肺气肿的复发率有多高？,1
5464,胸膜炎在复查阶段咳嗽这是什么疾病？,胸膜炎在复查阶段咳嗽有什么征兆？,0
5465,鼻息肉会带来哪些危害？,鼻息肉手术会有什么危害吗？,0
5466,反复易发的感冒好不到一周就发作了该怎么办,感冒反复发作是为什么,0
5467,感冒引起的肺炎吃什么食物调养好,感冒引起的肺炎吃啥食物调养好,1
5468,我老公好像得了过敏性哮喘怎么办,我老公好像得了过敏性哮喘该怎么做？,1
5469,喝菊花枸杞茶引起感冒是怎么回事？,菊花枸杞茶能治感冒吗？,0
5470,6个月宝宝流鼻涕能打疫苗吗,6个月宝宝流鼻涕打疫苗可以吗,1
5471,变异性哮喘病是什么原因导致的,变异性哮喘的症状有哪些？,0
5472,结核胸膜炎引发肠梗阻可能是腹膜炎？,结核胸膜炎引发肠梗阻可能是腹膜炎如何是好？,1
5473,胸膜炎治不好是怎么回事,胸膜炎一直治不好是咋回事,1
5474,23价肺炎疫苗打需要多少钱啊？,23价肺炎疫苗一针是多钱,1
5475,小儿支原体肺炎的复查咨询,支原体肺炎早期症状有哪些?,0
5476,匹多莫德分散片什么情况下可以吃,匹多莫德分散片什么情况下可以服用,1
5477,肺炎后背疼痛是什么原因？,肺炎咳嗽后背部疼痛是什么原因？,0
5478,体质不好容易感冒怎样治？,体质差的人怎样做不容易感冒？,1
5479,颈椎疼喝颈痛片会对哮喘有关系吗？,哮喘能喝颈痛片吗？,0
5480,布洛芬混悬液吃多了怎么办,小儿退烧药吃过量了有什么后果吗？,0
5481,怎样治疗过敏性哮喘最好,如何治疗过敏性哮喘最好呢？,1
5482,朗致贞芪扶正颗粒不良反应是什么,服用朗致贞芪扶正颗粒能喝茶和咖啡吗,0
5483,石家庄清热解毒软胶囊多少钱一盒,石家庄清热解毒软胶囊几块钱一盒,1
5484,肺气肿吃什么药能快点好？,肺气肿服用哪种药效果好？,1
5485,胸膜炎在复查阶段咳嗽请问是什么毛病,胸膜炎在复查阶段咳嗽有什么征兆？,0
5486,问一下头孢丙烯干混悬剂一岁宝宝能吃吗,问一下头孢丙烯干混悬剂适宜一岁宝宝吃吗？,1
5487,怀孕23周6天，感冒了怎么办？,怀孕23周6天，感冒了能吃中成药吗？,0
5488,支原体肺炎打点滴好还是吃药效果好？,支原体肺炎如何食疗？,0
5489,引发非典型肺炎的原因?,非典型肺炎有什么症状？,0
5490,过敏性哮喘一般在哪个季节要特别注意,过敏性哮喘一般在哪个季节需要防范,1
5491,月经期间吃感冒药物的影响有哪些,月经期间吃感冒药物对身体有哪些影响,1
5492,幼儿肺炎，出院一个星期还是咳嗽，怎么办,肺炎治愈后会反复吗,0
5493,早产儿感冒怎么办,早产儿感冒有什么办法,1
5494,九个月宝宝流鼻涕有什么好办法,九个月宝宝流鼻涕有什么办法,1
5495,四环素片治疗支原体衣原体阳性吗,四环素片对支原体衣原体阳性有效吗,1
5496,九个月的宝宝一直流鼻涕怎么办,九个月的宝宝一直流鼻涕是不是病毒性感冒,0
5497,有一个疙瘩在肩膀上的肉里怎么办？,肩膀上感觉有个疙瘩，好像在肉里不会有事吗？,0
5498,一月龄婴儿打喷嚏流浓鼻涕怎么办,宝宝打喷嚏不流鼻涕是怎么回事,0
5499,咳嗽会是新冠肺炎疫情吗,感冒为什么会咳嗽,0
5500,儿子是支原体肺炎医生开了博利康尼是吗,儿子是支原体肺炎医生开了博利康尼有效果吗？,1
5501,上呼吸道感染可以吃罗红霉素吗？,上呼吸道感染，吃了三天罗红霉素，可否换成头孢？,0
5502,转移因子胶囊和口服液哪个效果好,转移因子胶囊和口服液可以一起吃吗,0
5503,如何诊断宝宝得了肺炎支原体？,婴儿支原体肺炎的症状有哪些？,0
5504,胸膜炎打头孢匹胺有用吗,胸膜炎可以打头孢匹胺吗？,0
5505,患有了肺气肿了，该怎么治疗？,如何治疗肺气肿,1
5506,鸦胆子油软胶囊对癌症晚期有用吗,鸦胆子油软胶囊是治疗什么病的,0
5507,百令胶囊的服用时间是怎么样的呢,百令胶囊的用法用量,1
5508,得过胸膜炎胸片能看出来吗,胸片能看出来得过胸膜炎吗,1
5509,孕妇可以吃什么牌子的感冒药,有孕妇能吃的感冒药？,1
5510,小儿上呼吸道感染怎么应对？,小儿上呼吸道感染可以用哪些药？,0
5511,请问哮喘是怎样的一种病？,哮喘是一种怎样的疾病呢？,1
5512,气紧胸闷肺气肿如何处理？,肺气肿引起的气短和胸闷怎么办？,1
5513,肺气肿常见症状有什么？,常见的肺气肿症状表现有哪些啊?,1
5514,上呼吸道感染:咳嗽半个月,上呼吸道感染半个月了，白天咳嗽的厉还,0
5515,为什么冬天得肺气肿的老人咳嗽很厉害,老人肺气肿冬天咳嗽厉害是什么原因？,1
5516,荷叶丸这个药有什么样的作用,荷叶丸这个药有什么作用,1
5517,请问素比伏有什么副作用吗,请问素比伏能长期服用吗,0
5518,一岁不到小孩肺炎吃哪种食物,一岁不到小孩肺炎吃食物要注意什么,1
5519,服用罗红霉素会有什么不良反应,出现不良反应需要停药吗？,0
5520,胸膜炎服药期间能吃虾吗,胸膜炎服药期间有什么注意的么,0
5521,上呼吸道感染用什么药好,上呼道感染服什么药效果好,1
5522,武汉肺炎的潜伏期有多久,武汉不明原因肺炎症状,0
5523,过敏性哮喘需要长期吃药吗,过敏性哮喘要吃多长时间的药,1
5524,为什么感冒会引起头痛？,感冒引起头痛是为什么,1
5525,怀孕期间吃了感冒药有没有影响?,怀孕期间需要补钙吗,0
5526,支原体肺炎要如何治疗好？,支原体肺炎患者应该怎么治疗比较好呢？,1
5527,老公感冒了，最近能要小孩么,备孕期间感冒了能怀孕吗,0
5528,不到5岁小孩老是感冒怎么办？,不到5岁小孩老是感冒可以打流感疫苗吗？,0
5529,感冒打预防针预防什么,感冒打预防针有什么危害,1
5530,肺炎疫苗一定要打吗,肺炎疫苗有必要打吗,1
5531,治哮喘到北京德胜门中医院怎么样,如何治疗哮喘病？,0
5532,百利阿莫西林胶囊有什么作用？,百利阿莫西林胶囊的功效有哪些？,1
5533,不到5岁小孩老是感冒有什么法？,不到5岁小孩老是感冒怎么治？,1
5534,孩子经常流黄鼻涕吃什么药？,流黄鼻涕会引起发热吗,0
5535,幼儿肺炎有什么好的偏方吗,小孩肺炎有什么好的治疗方案嘛？,1
5536,肺炎引起心脏衰竭如何治疗,肺炎引起心脏衰竭该怎样治疗,1
5537,23价肺炎疫苗要不要打,23价肺炎疫苗的疗效有多少年,0
5538,慢阻肺的诊断有标准吗？,为什么说有肺气肿不需要治疗？,0
5539,永喜盐酸多西环素肠溶胶囊最多吃多久呢,盐酸多西环素肠溶胶囊为啥要夫妻同吃,0
5540,婴儿流鼻涕流眼泪是风寒感冒吗,哪种感冒能引起婴儿流鼻涕流眼泪,1
5541,肺炎的症状是什么,什么是肺炎,0
5542,儿童肺炎如何治疗最好,儿童肺炎饮食上要注意什么,0
5543,流鼻涕能吃阿莫西林吗？,流鼻涕能不能吃阿莫西林？,1
5544,什么是变异性咳嗽哮喘？,什么叫做咳嗽变异性哮喘,1
5545,肺炎是怎么引起的肺炎是怎么引起的,肺炎是什么引起的,1
5546,怀孕能吃感冒药吗,怀孕期间感冒了吃感冒药行吗,1
5547,请问肺气肿有什么症状？,肺气肿到底有多严重呢？,0
5548,上呼吸道堵塞的治疗方法有哪些,上呼吸道堵塞能喝酒吗,0
5549,圣泰清热解毒口服液对什么疾病有效果,圣泰清热解毒口服液价格贵吗,0
5550,大动脉手术有引起胸膜炎的可能吗,什么病需要做大动脉手术,0
5551,慢阻肺与肺气肿两种疾病怎样区别？,慢阻肺与肺气肿吃感冒药行吗？,0
5552,感冒喉咙痛能吃什么水果,感冒喉咙痛什么水果可以吃,1
5553,细菌性上呼吸道感染是否可服抗病毒口服液,抗病毒口服液能治疗细菌性上呼道感染吗,1
5554,肺气肿在日常生活中要注意哪些？,肺气肿在平时有什么是需要注意的？,1
5555,同仁堂二母宁嗽丸的疗效好不好,怀孕的妈妈咳嗽可以吃同仁堂二母宁嗽丸吗,0
5556,孕妇肺炎支原体抗体弱阳性是什么意思?,孕妇肺炎支原体抗体弱阳性意味着什么,1
5557,我想知道金诃安儿宁颗粒主治功能是什么,我想知道金诃安儿宁颗粒功效是什么呀？,1
5558,胸膜炎做什么检查确诊？,胸膜炎要做哪些检查？,0
5559,13价肺炎疫苗是不是终身免疫?,13价肺炎疫苗可以管一辈子吗?,1
5560,化癥回生口服液效果怎么样,化癥回生口服液的一只多少毫升,0
5561,胸膜炎能在幼儿园上班吗,胸膜炎可以在幼儿园上班吗,1
5562,来月经时能不能吃感冒药,来例假时吃感冒药可行吗？,1
5563,感冒喉咙痛吃感冒胶囊有用吗,感冒喉咙痛吃感冒胶囊有效果吗？,1
5564,想要小孩能吃尼美舒利吗,为什么医生不建议用尼美舒利,0
5565,硫酸沙丁胺醇吸入气雾剂老人可以用吗,流酸沙丁胺醇气雾剂能吃的吗？,0
5566,长期吸烟导致肺气肿，怎么办,经常吸烟会导致肺气肿病吗？,0
5567,肺气肿的死亡率高不高?,肺气肿的死亡几率大不大？,1
5568,为什么小孩长期流鼻涕？,小孩长期流鼻涕是为什么？,1
5569,葵花胃康灵胶囊哪个牌子比较好,葵花胃康灵胶囊是专治胃病的药吗,0
5570,我好像感冒了，鼻子流水不留鼻涕怎么办,感冒了不留鼻涕有点咳嗽能不能用阿莫西林,0
5571,晕车吃三九感冒灵管用吗,晕车可以吃三九感冒灵吗,1
5572,怀孕45天，严重感冒怎么办,怀孕45天，严重感冒如何是好？,1
5573,感冒了还能给孩子喂奶吗???,小孩子感冒了可以吃蛋糕吗?,0
5574,阿司匹林会诱发哮喘吗？,阿司匹林会导致哮喘吗？,1
5575,孕妇感冒最快治疗方法有哪些,怀孕期间感冒了，快速高效的治疗方法有哪几种,1
5576,哮喘治好了，为什么总是胸闷的很,哮喘能否根治？,0
5577,过敏性哮喘和一般哮喘的区别是什么,过敏性哮喘和一般哮喘怎样区别,1
5578,结核胸膜炎引发肠梗阻能彻底治愈吗？,结核胸膜炎造成的肠梗阻能彻底治好吗？,1
5579,请问肺炎好转的表现是什么？,肺炎需要隔离吗,0
5580,如何治疗肺气肿加心脏早搏骤停?,肺气肿加心脏早搏骤停该怎么治?,1
5581,哮喘突然间好了是什么原因？,哮喘病是怎么得上的？,0
5582,13价肺炎有必要打吗？,13价肺炎有风险吗,0
5583,摩根菌肺炎的症状有哪些,怎么治疗摩根菌肺炎？,0
5584,变异性哮喘在饮食上应注意什么,变异性哮喘吃什么药？,0
5585,长期的咳嗽是怎么回事，一定是哮喘吗？,如何预防哮喘？,0
5586,回吸鼻涕中带血是因为什么,回吸鼻涕带血是上火吗,0
5587,输完液感觉浑身乏力，这是为什么？,为什么输完液后没有食欲？,0
5588,儿童肺炎一定会发烧吗?,儿童肺炎治疗多久?,0
5589,小孩上呼吸道感染反复发烧怎么办,小孩上呼道感染是病毒性的吗,0
5590,请问马应龙的复方甘草口服溶液用法是什么,请问如何使用马应龙的复方甘草口服溶液？,1
5591,"感冒后,鼻子上火,长疮而且很疼怎么办",感冒后鼻子上火长疮应该怎么做,1
5592,哺乳期感冒怎么办最有效,哺乳期感冒怎么做才好,1
5593,宝宝受凉咳嗽有痰怎么办可以吃回春散吗,一岁的宝宝受凉咳嗽有痰可以吃回春散吗,1
5594,30周孕妇上呼吸道感染怎么办？,30周孕妇上呼吸道感染怎么治疗？,1
5595,非洛地平缓释片波依定的价格多少,非洛地平缓释片波依定的适应症是什么？,0
5596,得了胸膜炎好不好治,胸膜炎治疗挂什么科,0
5597,小儿支原体肺炎能用中医治疗吗？,小儿支原体肺炎饮食需要注意什么？,0
5598,怀孕3个月妈妈感冒可以喝姜汤红糖水吗,怀孕3个月妈妈感冒能喝姜汤红糖水吗,1
5599,上呼吸道感染怎样诊断检查,做什么检查可以查出上呼吸道感染,1
5600,过敏性哮喘的治疗方法有哪些?,过敏性哮喘病好治吗？,0
5601,感冒期间打疫苗会怎样?,感冒打防疫针会有什么妨碍,1
5602,请问服用达肺草的不良反应有哪些呢,哮喘病人可以服用达肺草吗,0
5603,长期吃心灵丸会有哪些不良反应？,服用心灵丸需要注意哪些方面,0
5604,请问肺气肿患者发病时气喘怎么办？,肺气肿患者发病能吃什么药？,0
5605,七个月大的宝宝流鼻涕怎么办?,宝宝老是打喷嚏该怎么护理,0
5606,感冒了怎么办才能好的快一些呢？,感冒了能洗澡吗,0
5607,克拉霉素缓释片是在中午吃的吗？,克拉霉素缓释片可以在中午吃吗,1
5608,结核胸膜炎消炎一星期能不能好转,结核胸膜炎消炎一星期有好转的可能性吗,1
5609,怎么样预防肺气肿的发生？,肺气肿是怎么引起的？,0
5610,链球菌肺炎，有痛尿病适宜服用哪种药？,链球菌肺炎好治吗？,0
5611,男性吃阿奇霉素后多久可以怀孕,男性吃阿奇霉素后会不会怀孕,0
5612,咳嗽变异性哮喘与哮喘的区别是什么?,咳嗽变异性哮喘与哮喘的不同点在哪里,1
5613,过敏性哮喘用一直吃药吗?,过敏性哮喘喝什么药,0
5614,吃感冒药会影响月经推迟吗,月经期喝红糖水可以吗,0
5615,妈妈感冒了还能喂奶吗？,妈妈感冒了需要和宝宝分开吗？,0
5616,伊龙清热解毒口服液主治什么疾病,伊龙清热解毒口服液主要治疗哪些疾病,1
5617,排卵期感冒了，能不能怀孕,排卵期感冒喝板蓝根行吗,0
5618,复方甘草口服溶液孕妇可以喝吗？,复方甘草口服液对孕妇有什么影响？,0
5619,请问红霉素颗粒6岁宝宝一次喂多少合适啊,红霉素颗粒6岁宝宝可以吃吗,0
5620,请问头孢氨苄甲氧苄啶片可否医治胸膜炎？,请问头孢氨苄甲氧苄啶片能治疗胸膜炎吗？,1
5621,心灵丸有什么副作用吗能否常吃呢,心灵丸有副作用吗能常吃吗,1
5622,利巴韦林气雾剂有哪些不良反应呢,利巴韦林气雾剂有什么不良反应？,1
5623,请问四岁宝宝三天前检查出肺炎怎么办？,孕妇得了肺炎如何救治,0
5624,乐达非热毒平颗粒功能大吗,乐达非热毒平颗粒是抗病毒性药物吗,0
5625,老年人患肺气肿的表现?,老年人患肺气肿会有什么症状?,1
5626,四环素片的主要功效和它的用法用量哦,四环素片的适应症是什么？,0
5627,头孢克肟可以医治上呼吸道感染吗？,头孢克肟能医治上呼吸道感染吗？,1
5628,请问克拉霉素缓释片月经期间可以吃吗,请问克拉霉素缓释片月经期间吃有什么危害呢？,0
5629,怀孕期间感冒了可以吃感冒药吗,怀孕期间感冒了可以吃中成药吗,0
5630,肺炎支原体阳性输液要多久转阴,肺炎支原体阳性能痊愈吗,0
5631,哺乳期腹股沟淋巴结肿大怎么办,哺乳期腹股沟淋巴结肿大该怎样,1
5632,因为工作原因暂时就吃了点阿莫西林胶囊可以吗,阿莫西林胶囊是西药吗,0
5633,上呼吸道感染用什么药好,上呼道感染能引起鼻窦炎吗,0
5634,小孩先咳嗽后发烧是肺炎吗,小孩先咳嗽后发烧可以确定得了肺炎吗？,1
5635,富露施乙酰半胱氨酸颗粒对身体有影响吗,富露施乙酰半胱氨酸颗粒是治疗慢性支气管炎的吗,0
5636,肺气肿能不能喝橄榄油？,肺气肿怎么喝橄榄油比较好,0
5637,一直流清水鼻涕打喷嚏吃什么药,一直流清水鼻涕打喷嚏能不能打预防针,0
5638,外伤会导致胸膜炎吗,外伤疼起来怎么缓解疼痛,0
5639,普通感冒跟病毒性感冒的区别,普通感冒和病毒性感冒有什么区别？,1
5640,新型冠状病毒咳痰吗,新型冠状病毒咳嗽咳痰吗,1
5641,得了过敏性哮喘有什么需要注意的？,过敏性哮喘病的病因是什么？,0
5642,春季宝宝如何预防上呼吸道感染？,春季宝宝容易造成上呼吸道感染吗？,0
5643,肺力咳合剂效果不是很好该吃什么药,孩子上火引起咳嗽吃什么药比较好？,0
5644,治疗急性肺气肿的办法？,急性肺气肿严重吗？,0
5645,儿童感冒应该注意什么？,儿童感冒应该注意哪些方面？,1
5646,胸膜炎引起肺委缩好治吗,胸膜炎引起肺委缩严重吗,0
5647,小儿复方磺胺二甲嘧啶散有什么药物功效呀,服用小儿复方磺胺二甲嘧啶散有什么功效,1
5648,请问肺炎好转的表现是什么？,肺炎是肺部感染吗,0
5649,秦巴止血胶囊可以治疗什么病,秦巴止血胶囊用于治疗什么病,1
5650,肺炎致死率高吗,请问肺炎这病严重嘛会死人嘛,1
5651,刚满月婴儿感冒，怎么治疗？,一个月的宝宝感冒了怎么办呀,1
5652,产碱杆菌肺炎的症状有哪些,产碱杆菌肺炎是什么病？,0
5653,上呼道感染是一种什么病,上呼吸道感染喝什么,0
5654,丹参片能与金银花及脑心舒能同服吗,丹参片可以长期吃吗？,0
5655,月子里感冒流鼻涕有什么好法吗,月子里感冒流鼻涕能用什么药,1
5656,我小孩一岁半了咳嗽加哮喘怎么办,以前有哮喘史，应该如何用药？,0
5657,肺气肿病人不想吃东西怎么办,针对肺气肿病人厌食该如何治疗,1
5658,有胸膜炎的心电图正常吗？,心电图应该怎么看,0
5659,服用阿奇霉素片注意事项有哪些,服用阿奇霉素片有哪些注意事项,1
5660,肺炎胸膜炎是什么引起的,肺炎胸膜炎是怎么引起的,1
5661,问下治支原体肺炎红霉素好不好,问下治支原体肺炎红霉素好吗？,1
5662,感冒.咳嗽会引起肺气肿吗？,咳嗽引起的肺气肿能治好吗？,0
5663,刚刚怀孕的第一个月吃氢溴酸右美沙芬分散片有影响吗？,刚刚怀孕吃氢溴酸右美沙芬分散片影响胎儿吗？,0
5664,得了肺气肿寿命还剩下几年?,肺气肿能治好吗？,0
5665,化癥回生口服液效果怎么样,孕妇可以喝化癥回生口服液吗,0
5666,请问感冒的时候可不可以喝枸杞？,感冒的时候能不能喝枸杞,1
5667,怎么样预防肺气肿的发生？,怎样预防小儿肺气肿的？,0
5668,宝宝得了支原体肺炎怎么办,宝宝得了支原体肺炎怎么处理？,1
5669,感冒了吃药时可以喝茶叶水吗？,感冒了吃药时可以喝白开水,0
5670,怀孕四个月，感冒了，能喝红糖姜水吗？,孕妇感冒了能喝姜汤吗,0
5671,感冒流鼻涕头疼发热全身出虚汗怎么回事,感冒流鼻涕头疼发热全身出虚汗是什么原因,1
5672,胸膜炎半年后每天喝点红酒行吗,胸膜炎半年能要孩子吗,0
5673,服用替硝唑片需要注意什么?,请问一下服用替硝唑片时应该注意些什么呢,1
5674,胸膜炎在复查阶段咳嗽总是不好怎么办,胸膜炎需要治疗多久？,0
5675,拉肚子能吃阿莫西林胶囊吗,吃阿莫西林胶囊腹泻还能吃吗,0
5676,肺气肿的护理措施要怎么做？,肺气肿的家庭护理怎么做？,1
5677,胸膜炎 清肺十八味丸在哪里有卖的什么价,清肺十八味丸和胸膜炎有什么关系,0
5678,治疗好的胸膜炎病人长寿吗?,治疗好的胸膜炎病人会复发吗,0
5679,老人肺炎如何治疗最好?,老人肺炎喝中药调理有用吗,0
5680,怀孕期间感冒可以喝姜汤吗？,怀孕了吃什么感冒药比较好呀?,0
5681,妈妈感冒了可以喂母乳吗,孕妇妈妈感冒的症状有什么,0
5682,刚断了胸膜炎的药还会得肾结核吗,刚断了胸膜炎的药会不会胸痛,0
5683,怀孕能吃感冒药吗,怀孕期间感冒了吃感冒药行吗,1
5684,胸膜炎可以在幼儿园上班吗,胸膜炎能在家保守治疗吗,0
5685,我经常感冒是怎么回事？,我经常感冒是免疫力下降吗？,0
5686,胸膜炎积水已经包裹感冒会复发吗,胸膜炎积水已经包裹怎么办？,0
5687,请问咳嗽很凶适合服用氢溴酸右美沙芬片吗,氢溴酸右美沙芬片小孩能服用吗？,0
5688,引起胸膜炎的原因是什么,什么原因引起胸膜炎,1
5689,小孩肺炎治愈后爱闹肚子怎么导致的？,小孩肺炎治愈后爱闹肚子什么原因,1
5690,孕妇感冒了该怎么治疗？,孕妇感冒了，怎么办才好啊,1
5691,小孩感冒好后吃什么补身体最好,小孩感冒后可以多喝水吗,0
5692,哺乳期吃了感冒药多久可以喂奶,哺乳期吃感冒药多久能喂奶？,1
5693,过敏性哮喘病人在平时要注意什么?,过敏性哮喘病人日常生活需要注意哪些防护,1
5694,哪个牌子的达肺草疗效比较好呢,达肺草哪个牌子疗效比较好呢,1
5695,哮喘病平时应该注意什么?,哮喘病是怎么得上的？,0
5696,喉咙痒咳嗽鼻子堵能吃罗红霉素胶囊吗,鼻子堵喉咙痒咳嗽怎么治疗呢,0
5697,消炎药和感冒药能不能一起吃,消炎药和感冒药能同时吃吗,1
5698,请问哮喘是怎样的一种病？,哮喘是怎么发生的啊？,0
5699,孕妇可以吃的感冒药有哪些牌子,孕妇吃的食物用特别清洗吗,0
5700,感冒并发腰痛、全身刺痛怎么回事,感冒并发腰痛、全身刺痛什么情况？,1
5701,冠状病毒感染性肺炎来源,冠状病毒感染肺炎症状,0
5702,得了肺炎应该注意什么呢？,得了糖尿病应该注意什么呢？,0
5703,肺气肿属于怎样的疾病？,请问肺气肿是一种什么疾病？,1
5704,硬脂酸红霉素颗粒平台有出售吗,硬脂酸红霉素颗粒有平台卖的吗？,1
5705,肺炎怎么治疗怎样医法?,肺炎要如何治疗怎么个医法？,1
5706,感冒咳嗽严重该咋办，需要进行什么样的康复训练,感冒咳嗽的厉害是肺炎吗,0
5707,孕妇伤风感冒怎么办啊？,有孕妇可以吃的感冒药吗？,0
5708,请问患有慢支肺气肿该怎么治疗？,慢支肺气肿注意什么,0
5709,不到5岁小孩老是感冒怎么办？,不到5岁小孩老是感冒怎样治？,1
5710,口鼻耳连通着上颚疼是怎么回事,感觉上颚疼是怎么回事,1
5711,肺炎两个月的宝宝低烧肺炎,支气管肺炎 两个月宝宝反复低烧。,0
5712,回吸鼻涕中带血是怎么回事,回吸鼻涕带血是怎么回事,1
5713,克拉霉素胶囊对什么疾病有用,吃了克拉霉素难受怎么办？,0
5714,你好，两岁多女孩去医院检查为支原体肺炎怎么治？,你好，两岁多女孩去医院检查为支原体肺炎该怎么治疗呢？,1
5715,复方蛤青注射液功能如何,复方蛤青注射液和复方蛤青胶囊有什么区别,0
5716,哮喘的检查方法都有哪些啊？,肺功能检查正常能否诊断为哮喘？,0
5717,肺气肿，52岁，该吃什么药？,肺气肿吃什么药？,1
5718,室友身上有芥疮 晚上感觉手臂上痒痒的是什么病,身上有芥疮，晚上感觉手臂上痒痒的是什么病,1
5719,小孩肺炎好后咳嗽多长时间能好,小儿肺炎治愈后还咳嗽怎么办？,0
5720,治疗肺炎一般吊水需要多长时间痊愈,肺炎输液治疗需要多长时间,1
5721,婴儿流鼻涕流眼泪是什么感冒,婴儿流鼻涕流眼泪是鼻炎吗,0
5722,支原体肺炎要怎么诊断检查,如何看支原体肺炎检查报告？,0
5723,回吸鼻涕带血的问题怎么回事,回吸鼻涕带血用做什么检查,0
5724,孩子上呼吸道感染引起反复发烧是原因,什么原因引起孩子上呼道感染反复发烧,1
5725,众生胶囊可以用这个吗我女8岁,8岁的儿童可以用众生胶囊吗,1
5726,一年多反复上呼吸道感染且有咽炎是怎么回事,反复上呼吸道感染怎么治,0
5727,九个月宝宝流鼻涕鼻塞该如何是好？,九个月宝宝流鼻涕鼻塞怎么做？,1
5728,肺炎的治疗周期是多久,肺炎会复发吗,0
5729,13价肺炎疫苗可以管一辈子吗?,13价肺炎安全吗,0
5730,胸闷气短是胸膜炎的临床表现吗,胸闷气短是胸膜炎吗？,0
5731,23价肺炎疫苗要打几针可以呢?,打过23价肺炎疫苗应注意什么,0
5732,一般肺炎要治疗多久才能痊愈,肺炎一般要治多久才可以好？,1
5733,宝宝为什么老是流鼻涕?,宝宝一直流鼻涕是为什么,1
5734,孩子感冒吃什么药好呢？,孩子感冒可以吃什么药呢？,1
5735,因为工作原因暂时就吃了点阿莫西林胶囊可以吗,阿莫西林胶囊的功效是什么,0
5736,哪个牌子的达肺草疗效比较好呢,达肺草能治疗肺纤维化吗,0
5737,过敏性哮喘急性发作时怎么办,过敏性哮喘急性发作后，应该吸入雾化多长时间？,0
5738,23价肺炎疫苗该打吗?,23价肺炎疫苗可以不打吗,1
5739,宝宝发烧口吐白沫该怎么办呀,宝宝肺炎高烧呕吐要怎么治疗,1
5740,孕妇肺炎支原体弱阳性是什么意思?,儿童肺炎支原体弱阳性传染吗,0
5741,您好这里卖的阿莫西林胶囊有质量保证吗,网上卖的阿莫西林胶囊有保障吗,1
5742,支原体肺炎刺激性咳反复发作能服用哪些药？,支原体肺炎刺激性咳反复发作是什么原因？,0
5743,小孩打完预防针就感冒了能吃药吗,小孩打完预防针就感冒了需要看医生吗,0
5744,哺乳期妇女感冒吃什么药,哺乳期妇女感冒吃什么药不影响哺乳,0
5745,产后三十五天小腹坠痛是什么原因造成？,小腹坠痛在产后第三十五天是什么原因？,1
5746,浦乳期不小心感冒了，能不能吃些感冒药？,哺乳期感冒可以吃阿莫西林吗？,0
5747,咳嗽变异性哮喘的危害大吗,咳嗽变异性哮喘的危害大不大？,1
5748,怀孕25周晚上突然胎动频繁,怀孕25周晚上突然胎动频繁肚子发胀怎么回事,0
5749,胸膜炎引起肺委缩有得冶吗,什么是肺委缩,0
5750,我感冒嗓子疼可以吃利君沙吗,你好感冒嗓子疼可以吃利君沙吗怎么好,1
5751,吃什么食物对变异性哮喘好,变异性哮喘吃什么食物最佳？,1
5752,哮喘病的发病原因有哪些？,哮喘病发病严重吗？,0
5753,小孩打完预防针就感冒了能吃药吗,小孩打完预防针感冒了吃药可以吗,1
5754,宝宝的上呼吸道感染怎么应对？,怎么应对宝宝的上呼吸道感染？,1
5755,新型肺炎乙类传染潜伏期,新型肺炎潜伏期,1
5756,13价肺炎疫苗是不是终身免疫?,13价肺炎疫苗可以免疫多久,1
5757,肺气肿会引起的并发症有哪些？,肺炎有哪些并发症？,0
5758,怀孕三个月了怎么样治感冒？,怀孕快三个月了感冒了如何是好？,1
5759,请问感冒的时候可不可以喝枸杞？,感冒的时候能不能喝枸杞,1
5760,肺炎支原体抗体阳性怎么治疗？,肺炎支原体抗体阳性能治好吗,0
5761,孕妇伤风感冒怎么办啊？,孕妇伤风感冒如何处理？,1
5762,肺炎引起的胸膜炎该怎么办,肺炎都有什么明显症状,0
5763,胸膜炎一年了做一些什么复查？,胸膜炎一年了如何治疗,0
5764,请问那个氟康唑胶囊吃多了会怎么样？,请问那个氟康唑胶囊吃多了怎么处理,0
5765,男性吃阿奇霉素后多久可以怀孕,男性吃阿奇霉素后怀孕需要多久？,1
5766,请问胸膜炎哪些项目需要复查？,请问胸膜炎查有必要吗？,0
5767,支原体肺炎和支气管肺炎的区别是什么？,支原体肺炎和支气管肺炎哪个严重？,0
5768,变异性哮喘，是由什么原因造成的,变异性哮喘是怎么引发的？,1
5769,胸膜炎急性胸部疼痛怎么缓解,胸膜炎急性胸部疼痛怎么处理,0
5770,鼻塞打喷嚏流鼻涕该怎么办？,鼻塞打喷嚏流鼻涕应该采取什么办法？,1
5771,肺炎是怎么引起的肺炎是怎么引起的,肺炎是什么引起的,1
5772,阿奇霉素能否和头孢类同时给药？,请问阿奇霉素和头孢类可以一起用吗？,1
5773,患了肺炎有什么方法治疗,肺炎需要怎样治,1
5774,肺气肿，双肺大泡.请问怎么治疗?,肺气肿和肺大泡有什么区别?,0
5775,慢性肺阻塞肺气肿如何治疗？,怎么治疗慢性肺阻塞肺气肿？,1
